player_positions,long_name,overall,age,height_cm,club_name,league_name,skill_dribbling,pace,shooting,passing,dribbling,defending,physic,preferred_foot,goalkeeping_diving
"CDM, CM",Per Jesper Gustavsson,62,28,174,Mjällby,Allsvenskan,56,61.0,47.0,56.0,59.0,58.0,72.0,Right,15
GK,Umberto Saracco,62,29,190,Lecco,Serie B,18,,,,,,,Right,63
ST,Fejiri Shaun China Okenabirhie,62,27,178,Cambridge United,League One,61,79.0,60.0,54.0,63.0,32.0,59.0,Right,8
CB,William John Robert Nightingale,62,27,185,Ross County,Premiership,49,58.0,33.0,47.0,52.0,61.0,70.0,Right,11
CM,Liam Mark Kinsella,62,27,175,Swindon Town,League Two,58,72.0,51.0,58.0,63.0,62.0,77.0,Right,16
GK,徐嘉敏,62,29,193,Tianjin Jinmen Tiger,Super League,21,,,,,,,Right,64
"LB, RWB",Rosario Latouchent,62,27,180,Oțelul Galați,Liga 1,59,65.0,36.0,51.0,60.0,60.0,56.0,Right,15
GK,Luke Paul McGee,62,27,193,Tranmere Rovers,League Two,14,,,,,,,Right,63
CB,Jonathan Aspropotamitis,62,27,188,Macarthur,A-League,45,59.0,29.0,47.0,50.0,60.0,74.0,Right,11
"RB, RWB",Jamie Michael Sterry,62,27,180,Doncaster Rovers,League Two,58,73.0,50.0,56.0,60.0,55.0,73.0,Right,7
"LW, ST",Jean Armel Drolè,62,25,185,Botoşani,Liga 1,66,78.0,56.0,56.0,64.0,32.0,57.0,Right,8
CB,Ryan Liam Delaney,62,26,196,Newport County,League Two,39,48.0,28.0,43.0,42.0,61.0,75.0,Left,5
"LB, LWB",Cameron Jake Borthwick-Jackson,62,26,189,Śląsk Wrocław,Ekstraklasa,56,65.0,45.0,57.0,57.0,58.0,69.0,Left,6
"CM, CDM, CAM",Alaa Al Hajji,62,27,176,Al Wahda,Pro League,63,66.0,56.0,60.0,64.0,54.0,61.0,Right,6
CB,Kyle Milne Cameron,62,26,190,Notts County,League Two,54,55.0,34.0,46.0,53.0,61.0,71.0,Left,12
"LB, LWB",Calum Ross MacDonald,62,25,180,Mansfield Town,League Two,54,72.0,34.0,52.0,57.0,58.0,63.0,Left,8
"CM, LW",Nicholas Freeman,62,27,180,Stevenage,League One,63,71.0,57.0,60.0,64.0,53.0,59.0,Right,8
"ST, LM",Omari Joshua Curtis Patrick,62,27,185,Sutton United,League Two,62,84.0,59.0,52.0,62.0,27.0,68.0,Right,12
"RM, LM",Ammar Siraj Al Najjar,62,26,175,Al Hazem,Pro League,62,78.0,53.0,57.0,63.0,44.0,56.0,Right,9
RM,Dominik Reiter,62,25,173,Rheindorf Altach,Bundesliga,63,71.0,59.0,58.0,64.0,28.0,56.0,Right,7
GK,Michael Lansing,62,29,193,Aalesund,Eliteserien,16,,,,,,,Right,62
CM,Harrison Biggins,62,27,175,Doncaster Rovers,League Two,61,54.0,56.0,59.0,63.0,58.0,61.0,Right,6
CB,Nicolas Samayoa Pacheco,62,27,185,CSM Politehnica Iași,Liga 1,31,55.0,34.0,36.0,40.0,60.0,72.0,Right,10
CB,Thomas Bradbury,62,25,190,Cheltenham Town,League One,49,63.0,34.0,45.0,50.0,60.0,73.0,Left,11
"LW, ST",Jostein Ekeland,62,25,184,Strømsgodset,Eliteserien,62,70.0,56.0,56.0,63.0,22.0,57.0,Right,12
CM,Jake Jon Taylor,62,24,178,Morecambe,League Two,63,71.0,58.0,61.0,65.0,55.0,58.0,Right,14
"ST, LW",Alexander Johansson,62,27,189,Mjällby,Allsvenskan,64,71.0,59.0,57.0,63.0,50.0,68.0,Left,14
"CM, CB, CDM",Giorgio Galli,62,27,182,Lecco,Serie B,62,64.0,49.0,59.0,62.0,57.0,64.0,Left,15
"CM, CAM",Tayfun Aydoğan,62,27,175,Adana Demirspor,Super Lig,65,61.0,61.0,64.0,66.0,50.0,59.0,Right,13
"CDM, CM",Martin Høyland,62,27,185,Sarpsborg 08,Eliteserien,53,52.0,45.0,54.0,55.0,59.0,71.0,Right,7
CM,Charlie Vindehall,62,27,177,Värnamo,Allsvenskan,62,66.0,44.0,60.0,65.0,55.0,62.0,Right,5
CB,Lukas MacNaughton,62,28,188,Nashville SC,Major League Soccer,50,60.0,31.0,39.0,50.0,62.0,69.0,Right,8
"CB, LWB",Matan Baltaksa,62,27,185,Austria Wien,Bundesliga,57,72.0,29.0,47.0,58.0,61.0,64.0,Left,12
"CDM, CM",Saidou Khan,62,27,188,Swindon Town,League Two,61,63.0,52.0,56.0,61.0,56.0,73.0,Right,9
"LM, LB",Abdoul Guiebre,62,25,178,Modena,Serie B,56,87.0,44.0,60.0,56.0,49.0,54.0,Left,9
CB,Recep Burak Yılmaz,62,27,185,Hatayspor,Super Lig,43,62.0,30.0,42.0,46.0,63.0,64.0,Right,9
CB,Berkay Sülüngöz,62,27,188,Pendikspor,Super Lig,27,58.0,29.0,40.0,37.0,62.0,74.0,Right,10
"CDM, CB",Ariel López,62,28,183,Oțelul Galați,Liga 1,52,49.0,48.0,54.0,54.0,62.0,65.0,Right,6
CDM,Jan Sedlak,62,28,181,Ruch Chorzów,Ekstraklasa,55,61.0,43.0,52.0,58.0,62.0,68.0,Right,6
"CDM, CM",Carlos Eduardo Bacila Jatobá,62,27,182,CSM Politehnica Iași,Liga 1,49,60.0,45.0,55.0,49.0,60.0,75.0,Left,15
GK,Lucas Nunes Anacker,62,26,187,Alcorcón,La Liga 2,14,,,,,,,Right,60
GK,Glenn James Morris,62,39,183,Gillingham,League Two,14,,,,,,,Right,60
CDM,Darren Antony Pratley,62,38,185,Leyton Orient,League One,54,33.0,57.0,60.0,55.0,60.0,64.0,Right,8
"RM, ST",Shaun James Whalley,62,35,176,Accrington Stanley,League Two,63,66.0,60.0,58.0,65.0,51.0,54.0,Right,12
"CDM, CM",Samuel Robert Foley,62,36,183,Barrow,League Two,57,52.0,55.0,60.0,60.0,58.0,68.0,Right,7
"ST, RWB",Lucas-Jordan Jeremiah Akins,62,34,185,Mansfield Town,League Two,61,66.0,61.0,59.0,61.0,51.0,81.0,Right,11
LB,Robert Steven Milsom,62,36,175,Sutton United,League Two,57,55.0,55.0,59.0,58.0,58.0,71.0,Left,13
CB,Alex Pearce,62,34,188,AFC Wimbledon,League Two,35,31.0,26.0,42.0,43.0,62.0,71.0,Right,15
RWB,Amin Mimoun Nouri,62,33,180,HamKam,Eliteserien,62,61.0,48.0,55.0,62.0,58.0,64.0,Right,12
"CM, CB, LB",Thomas Malcolm Rowe,62,34,180,Doncaster Rovers,League Two,59,54.0,57.0,61.0,62.0,61.0,63.0,Left,14
"CAM, ST, RW",Kosta Barbarouses,62,33,171,Wellington Phoenix,A-League,64,78.0,64.0,55.0,64.0,37.0,74.0,Right,8
GK,Richard Mark O'Donnell,62,34,188,Blackpool,League One,14,,,,,,,Left,62
GK,Dean James Lyness,62,31,191,St Patrick's,Premier Division,13,,,,,,,Right,61
"CM, RM, ST",고요한 高约翰,62,35,170,Seoul,K League 1,58,69.0,57.0,61.0,62.0,58.0,61.0,Right,11
"RB, CDM",신광훈 申光勋,62,36,178,Pohang Steelers,K League 1,54,62.0,50.0,58.0,58.0,60.0,68.0,Right,15
"CM, CDM",Ryan Flynn,62,34,175,St. Mirren,Premiership,63,54.0,57.0,63.0,66.0,59.0,55.0,Right,7
GK,Gary Woods,62,32,183,Exeter City,League One,13,,,,,,,Right,64
"LW, LM",Mustapha Carayol,62,34,177,Burton Albion,League One,63,79.0,57.0,58.0,64.0,23.0,53.0,Right,7
GK,Mauro Vigorito,62,33,187,Como,Serie B,13,,,,,,,Right,60
CB,Niall David Stephen Canavan,62,32,191,Barrow,League Two,37,40.0,26.0,37.0,41.0,62.0,75.0,Left,6
"CDM, CM",Séamus Joseph Conneely,62,34,175,Accrington Stanley,League Two,56,35.0,49.0,56.0,59.0,61.0,66.0,Right,15
LWB,Adam Thomas Chicksen,62,31,173,Notts County,League Two,60,75.0,53.0,54.0,62.0,54.0,67.0,Left,13
GK,Tommi Mikael Vaiho,62,34,188,Djurgården,Allsvenskan,16,,,,,,,Right,66
GK,Mohamed Amsif,62,34,186,Wehen Wiesbaden,2. Bundesliga,13,,,,,,,Right,63
ST,Umberto Eusepi,62,34,181,Lecco,Serie B,60,70.0,62.0,52.0,61.0,28.0,61.0,Right,10
"CM, CAM",Francesco Bombagi,62,33,178,Catanzaro,Serie B,66,70.0,63.0,63.0,66.0,48.0,60.0,Right,14
"CDM, CM",Joshua Falkingham,62,32,168,Harrogate Town,League Two,60,59.0,53.0,58.0,65.0,59.0,53.0,Left,6
ST,Jonathan Chiedozie Obika,62,32,183,Motherwell,Premiership,60,62.0,59.0,44.0,61.0,32.0,74.0,Left,16
CB,于洋,62,33,186,Tianjin Jinmen Tiger,Super League,36,55.0,26.0,44.0,48.0,60.0,71.0,Right,12
GK,Waleed Abdullah Ali,62,37,196,Al Nassr,Pro League,11,,,,,,,Right,62
CB,杨云,62,34,185,Cangzhou Mighty Lions,Super League,53,53.0,52.0,48.0,54.0,61.0,71.0,Right,15
"RB, RM",张驰,62,35,182,Shandong Taishan,Super League,56,63.0,50.0,57.0,57.0,61.0,67.0,Right,16
CB,Matthew Jurman,62,33,190,Macarthur,A-League,45,38.0,40.0,52.0,46.0,60.0,78.0,Left,8
CM,Matthew Charles Lund,62,32,183,Salford City,League Two,60,51.0,59.0,60.0,61.0,61.0,72.0,Right,9
CM,Oliver Anthony Clarke,62,31,180,Mansfield Town,League Two,61,60.0,60.0,59.0,62.0,59.0,77.0,Right,9
ST,John Edward Marquis,62,31,185,Bristol Rovers,League One,56,53.0,63.0,50.0,58.0,39.0,80.0,Right,6
CB,Grenddy Adrián Perozo Rincón,62,37,181,Monagas,Primera Division,41,59.0,35.0,44.0,52.0,61.0,67.0,Right,12
ST,Ryan Michael Bowman,62,31,185,Shrewsbury Town,League One,56,59.0,61.0,47.0,59.0,31.0,78.0,Right,6
"CM, CAM",Andreas Ludwig,62,32,172,Ulm,3. Liga,62,67.0,60.0,62.0,64.0,56.0,66.0,Left,13
"CM, CDM",Amir Abrashi,62,33,172,Grasshopper,Super League,64,50.0,51.0,56.0,65.0,59.0,70.0,Right,16
GK,Tomáš Holý,62,31,206,Carlisle United,League One,16,,,,,,,Right,64
"ST, RWB",Gavin Alexander Massey,62,30,177,Port Vale,League One,63,79.0,59.0,60.0,65.0,50.0,65.0,Right,12
"RWB, LWB",Kévin Perrot,62,34,170,Laval,Ligue 2,46,65.0,35.0,55.0,54.0,57.0,65.0,Right,7
CAM,Robbie Benson,62,31,178,Dundalk,Premier Division,62,51.0,61.0,63.0,63.0,55.0,57.0,Left,8
"CM, CAM",Antoni Charles Sarcevic,62,31,182,Stockport County,League Two,62,47.0,62.0,62.0,64.0,57.0,70.0,Right,16
"CM, CDM",Terry Antonis,62,29,180,Melbourne City,A-League,61,61.0,58.0,63.0,63.0,57.0,64.0,Right,7
CB,Sinan Osmanoğlu,62,33,194,Rizespor,Super Lig,32,33.0,35.0,41.0,40.0,62.0,72.0,Right,10
"CDM, CM, RB",Victor Ulloa,62,31,180,Inter Miami,Major League Soccer,61,39.0,56.0,59.0,61.0,59.0,68.0,Right,10
"CDM, CM",Conor Thomas,62,29,185,Crewe Alexandra,League Two,57,64.0,55.0,56.0,59.0,59.0,73.0,Right,14
CB,弋腾,62,33,188,Changchun Yatai,Super League,30,33.0,37.0,48.0,40.0,60.0,74.0,Right,6
"RM, RB, LB",Arkadiusz Woźniak,62,33,184,Zagłębie Lubin,Ekstraklasa,63,63.0,60.0,60.0,63.0,58.0,63.0,Right,14
ST,Vadaine Aston James Oliver,62,31,188,Bradford City,League Two,56,60.0,60.0,50.0,58.0,41.0,79.0,Right,12
CB,Eriq Anthony Zavaleta Vanney,62,30,185,LA Galaxy,Major League Soccer,54,46.0,46.0,50.0,53.0,59.0,73.0,Right,12
"LWB, LB",Thor Søndergaard Lange,62,29,183,Stabæk,Eliteserien,53,70.0,48.0,53.0,57.0,56.0,72.0,Left,11
CM,Richard Patrick Towell,62,31,173,Shamrock Rovers,Premier Division,59,57.0,59.0,63.0,62.0,59.0,66.0,Right,7
"ST, LW",고무열 高武烈,62,32,186,Suwon Bluewings,K League 1,60,65.0,61.0,60.0,62.0,32.0,62.0,Right,12
GK,Alessandro Berardi,62,32,185,Hellas Verona,Serie A,11,,,,,,,Right,61
"CB, RWB",Seán Gannon,62,31,183,Shamrock Rovers,Premier Division,57,66.0,51.0,54.0,58.0,60.0,68.0,Right,10
CB,Scott Wootton,62,31,188,Wellington Phoenix,A-League,50,50.0,29.0,47.0,52.0,60.0,75.0,Right,15
ST,Luke Michael Norris,62,30,184,Tranmere Rovers,League Two,59,60.0,61.0,50.0,59.0,25.0,73.0,Right,8
CB,George Edward Ray,62,29,193,Barrow,League Two,47,51.0,26.0,35.0,47.0,62.0,73.0,Right,13
ST,Mathias Fetsch,62,34,189,Unterhaching,3. Liga,55,65.0,58.0,52.0,57.0,38.0,77.0,Right,14
"CAM, LM",Jérémy Manzorro,62,31,173,Jamshedpur,Super League,65,74.0,53.0,59.0,66.0,26.0,64.0,Right,9
"LM, CAM, CM",Rory McKenzie,62,29,175,Kilmarnock,Premiership,61,77.0,54.0,57.0,64.0,50.0,64.0,Right,15
CB,Neill Byrne,62,30,190,Stockport County,League Two,42,45.0,26.0,38.0,45.0,62.0,72.0,Right,10
"ST, LM",Thomás Jaguaribe Bedinelli,62,30,179,Gwangju,K League 1,69,73.0,62.0,60.0,68.0,27.0,48.0,Right,14
CB,Alexander Hahn,62,30,187,Preußen Münster,3. Liga,46,57.0,40.0,48.0,51.0,59.0,73.0,Left,14
RWB,Anthony Michael Forde,62,29,180,Wrexham,League Two,63,70.0,59.0,60.0,64.0,53.0,59.0,Right,14
CM,Gavan Holohan,62,31,180,Grimsby Town,League Two,60,70.0,58.0,59.0,63.0,54.0,64.0,Right,15
GK,Andrea Sala,62,29,187,Catanzaro,Serie B,15,,,,,,,Right,64
CB,Garry Buckley,62,29,185,Sligo Rovers,Premier Division,58,39.0,58.0,61.0,58.0,61.0,71.0,Right,6
LWB,Malvind Singh Benning,62,29,178,Shrewsbury Town,League One,59,72.0,51.0,59.0,60.0,55.0,65.0,Left,15
RB,Saleh Saad Al Qumayzi,62,31,178,Abha,Pro League,59,72.0,37.0,54.0,60.0,55.0,74.0,Right,15
CB,Hussain Al Shuwaysh,62,34,185,Al Fayha,Pro League,47,35.0,24.0,45.0,51.0,60.0,78.0,Left,13
"CB, RB",Timothy Payne,62,29,179,Wellington Phoenix,A-League,50,62.0,54.0,58.0,51.0,59.0,77.0,Right,13
"LB, LWB",Corey Edward Brown,62,29,174,Brisbane Roar,A-League,57,72.0,44.0,56.0,59.0,55.0,69.0,Left,14
"ST, CF",Gerrit Wegkamp,62,30,193,Preußen Münster,3. Liga,56,53.0,62.0,52.0,55.0,35.0,75.0,Right,14
GK,Florian Kirschke,62,31,187,VfB Lübeck,3. Liga,13,,,,,,,Right,63
"RM, LM, RB",Ali Al Zaqan,62,32,176,Al Riyadh,Pro League,63,82.0,63.0,54.0,64.0,34.0,62.0,Right,14
"CDM, CM",Manuel Stiefler,62,34,178,Unterhaching,3. Liga,67,66.0,50.0,62.0,67.0,53.0,72.0,Right,12
LM,Charles Terence Priestley Vernam,62,26,170,Grimsby Town,League Two,61,83.0,54.0,54.0,64.0,31.0,55.0,Right,6
LW,Pione Sisto Ifolo Emirmija,62,28,171,Midtjylland,Superliga,65,67.0,62.0,62.0,65.0,43.0,57.0,Right,12
"LM, ST",박정빈 Jung Bin Park,62,29,175,Rodez,Ligue 2,63,76.0,57.0,59.0,63.0,38.0,50.0,Right,13
ST,Erik Hurtado,62,32,176,DC United,Major League Soccer,57,79.0,62.0,51.0,60.0,33.0,66.0,Right,12
"LB, LM",Jack Clisby,62,31,180,Western Sydney Wanderers,A-League,55,66.0,53.0,58.0,57.0,56.0,68.0,Left,9
"ST, RM",Conor Dominic Geoffrey Wilkinson,62,28,191,Motherwell,Premiership,63,72.0,63.0,56.0,61.0,32.0,70.0,Left,7
"LB, LWB",이으뜸 李奥登,62,33,177,Gwangju,K League 1,58,69.0,52.0,59.0,60.0,56.0,68.0,Left,15
"CDM, CM",Paulo Retre,62,30,170,Goa,Super League,60,47.0,49.0,58.0,61.0,57.0,72.0,Right,7
GK,Clinton Robert Irwin,62,34,191,Minnesota United,Major League Soccer,16,,,,,,,Right,62
CB,Dion John Conroy,62,27,181,Crawley Town,League Two,56,55.0,28.0,48.0,57.0,60.0,73.0,Right,9
"RWB, RB",Donald Love,62,28,178,Morecambe,League Two,59,69.0,35.0,55.0,59.0,57.0,67.0,Right,8
CB,Louis Tyler John,62,29,188,Sutton United,League Two,41,60.0,32.0,42.0,46.0,61.0,75.0,Right,10
CM,Federico Jourdan,62,32,175,Central Cordoba SdE,Liga Profesional,60,58.0,57.0,58.0,63.0,57.0,70.0,Right,14
RB,Cameron Kerr,62,27,175,Dundee,Premiership,54,70.0,29.0,51.0,57.0,58.0,70.0,Right,11
CB,Jordan Elsey,62,29,188,East Bengal,Super League,41,45.0,26.0,44.0,48.0,60.0,78.0,Right,13
"RB, RM, CB",Liam Shephard,62,28,178,Salford City,League Two,60,72.0,48.0,57.0,61.0,56.0,63.0,Right,8
"CAM, CM, ST",Juri Cisotti,62,30,175,Oțelul Galați,Liga 1,62,70.0,62.0,59.0,64.0,46.0,56.0,Left,8
GK,Tim Paterok,62,30,192,Saarbrücken,3. Liga,19,,,,,,,Right,64
"LB, LWB",Patrick John Brough,62,27,191,Northampton Town,League One,54,73.0,46.0,54.0,55.0,57.0,78.0,Left,15
ST,Jakub Vojtuš,62,29,186,CSM Politehnica Iași,Liga 1,58,63.0,62.0,51.0,59.0,24.0,66.0,Right,8
"CDM, CM",Jamal Bajandouh,62,30,180,Al Tai,Pro League,58,36.0,57.0,61.0,59.0,61.0,68.0,Right,15
CB,François Yabré,62,32,180,Oțelul Galați,Liga 1,31,63.0,31.0,33.0,36.0,63.0,76.0,Right,14
ST,Eugene Ansah,62,28,179,Dallas,Major League Soccer,71,79.0,58.0,55.0,68.0,40.0,55.0,Right,10
CAM,Gökcan Kaya,62,27,180,Pendikspor,Super Lig,68,67.0,56.0,57.0,66.0,40.0,49.0,Right,16
ST,Rayed Abdullah Al-Ghamdi,62,29,176,Al Raed,Pro League,65,74.0,61.0,56.0,63.0,38.0,63.0,Right,10
"LWB, LB",Driss Trichard,62,28,178,Dunkerque,Ligue 2,59,69.0,55.0,58.0,62.0,56.0,58.0,Left,15
"CM, CDM",Liam Anthony Kelly,62,27,163,Crawley Town,League Two,59,71.0,57.0,63.0,66.0,56.0,46.0,Right,14
"LM, ST, RM",Jaushua Sotirio,62,27,175,Kerala Blasters,Super League,56,90.0,61.0,52.0,59.0,44.0,76.0,Right,15
"LB, RB",Hamad Fares Al Mansour,62,30,178,Al Okhdood,Pro League,62,69.0,56.0,60.0,61.0,58.0,66.0,Left,7
"CDM, CM, LM",李提香,62,33,183,Zhejiang,Super League,53,68.0,51.0,53.0,57.0,58.0,71.0,Right,12
GK,邵璞亮,62,33,187,Cangzhou Mighty Lions,Super League,14,,,,,,,Right,58
"CDM, CM",吕鹏,62,33,183,Dalian Professional,Super League,56,58.0,42.0,53.0,59.0,62.0,72.0,Right,10
GK,양형모 梁瀅模,62,31,185,Suwon Bluewings,K League 1,11,,,,,,,Left,59
LWB,杨笑天,62,33,178,Cangzhou Mighty Lions,Super League,57,69.0,54.0,56.0,58.0,56.0,73.0,Left,7
"CM, CDM",Julián Augusto Marchioni,62,30,183,CSM Politehnica Iași,Liga 1,60,53.0,58.0,59.0,61.0,55.0,68.0,Left,16
"CM, LM",程进,62,28,172,Zhejiang,Super League,65,69.0,59.0,64.0,65.0,44.0,48.0,Right,9
GK,Jonathan Rasheed,62,31,191,Värnamo,Allsvenskan,15,,,,,,,Right,64
CB,Michael James Devlin,62,29,188,Livingston,Premiership,34,46.0,28.0,38.0,44.0,61.0,65.0,Right,12
"CB, LWB",Leândro Messias dos Santos,62,39,183,Stal Mielec,Ekstraklasa,53,72.0,41.0,56.0,56.0,61.0,69.0,Left,13
"RB, LB",Michael Jose Barroso Gonçalves,62,28,174,Winterthur,Super League,65,75.0,35.0,52.0,64.0,56.0,58.0,Right,16
"RW, RM, CAM",Dennis Chessa,62,30,175,Ulm,3. Liga,62,72.0,55.0,57.0,64.0,51.0,60.0,Left,16
"LWB, LB",张卫,62,30,176,Qingdao Hainiu,Super League,54,76.0,43.0,55.0,58.0,58.0,65.0,Right,13
"RM, LM, RB",郑达伦,62,29,170,Shenzhen,Super League,66,79.0,55.0,56.0,66.0,49.0,53.0,Right,8
"RWB, CM",杨阔,62,30,182,Wuhan Three Towns,Super League,59,75.0,52.0,55.0,56.0,56.0,69.0,Right,11
"CB, ST",毕津浩,62,32,190,Changchun Yatai,Super League,54,59.0,59.0,56.0,56.0,58.0,76.0,Right,12
"CM, CDM, CB",张晓彬,62,29,188,Wuhan Three Towns,Super League,54,55.0,55.0,57.0,57.0,58.0,74.0,Right,9
"CDM, CM",Jack Levi Sutton,62,26,180,Harrogate Town,League Two,60,78.0,45.0,56.0,61.0,59.0,70.0,Right,10
"RM, ST",Bruce Kamau,62,28,175,Perth Glory,A-League,64,87.0,54.0,52.0,64.0,53.0,51.0,Right,7
LB,Deklan Terrence Wynne,62,28,178,,,57,69.0,36.0,55.0,59.0,58.0,65.0,Left,12
"LWB, LB, LM",吕海东,62,31,180,Wuhan Three Towns,Super League,53,65.0,47.0,56.0,55.0,59.0,63.0,Left,12
"RWB, RM, RW",冯劲,62,29,179,Qingdao Hainiu,Super League,65,78.0,55.0,58.0,64.0,50.0,72.0,Right,11
"LW, LM",Ashley Matthew Hunter,62,27,178,Milton Keynes Dons,League Two,61,78.0,56.0,58.0,63.0,47.0,50.0,Right,13
"ST, RW",Khiry Shelton,62,30,191,Sporting Kansas City,Major League Soccer,61,73.0,57.0,56.0,61.0,36.0,78.0,Right,12
GK,王国明,62,33,187,Henan,Super League,15,,,,,,,Right,64
ST,Simon Murray,62,31,183,Ross County,Premiership,59,80.0,62.0,45.0,60.0,21.0,61.0,Right,8
"CB, LB",Christopher Martin Thomas Stokes,62,32,184,Morecambe,League Two,50,42.0,36.0,53.0,52.0,61.0,68.0,Left,10
LB,Abdulrahman Ahmed Al-Obaid,62,30,171,Damac,Pro League,61,70.0,57.0,62.0,62.0,55.0,60.0,Left,12
GK,Fredrik Andersson,62,34,196,Varberg BoIS,Allsvenskan,14,,,,,,,Right,62
CAM,Josimar Milton Moura Chissano,62,31,182,América Mineiro,Serie A,63,59.0,56.0,62.0,63.0,42.0,67.0,Left,10
CB,Jan Douglas Bergqvist,62,30,185,Degerfors,Allsvenskan,53,46.0,31.0,49.0,53.0,58.0,81.0,Right,11
ST,Martin Ramsland,62,30,183,Aalesund,Eliteserien,52,73.0,58.0,43.0,56.0,42.0,80.0,Right,13
"ST, CB",Oliver Jack Hawkins,62,31,198,Gillingham,League Two,55,44.0,60.0,50.0,55.0,55.0,80.0,Right,15
"RWB, RB, LB",오재석 吴宰硕,62,33,176,Daejeon Citizen,K League 1,62,58.0,34.0,56.0,60.0,61.0,61.0,Right,8
"RWB, LWB",정동윤 郑东尹,62,29,175,Incheon United,K League 1,55,70.0,41.0,56.0,56.0,55.0,66.0,Right,14
CB,권한진 权玄进,62,35,187,Incheon United,K League 1,48,44.0,39.0,47.0,50.0,63.0,64.0,Right,9
"RB, CB",장호익 张镐翼,62,29,173,Suwon Bluewings,K League 1,56,79.0,48.0,52.0,61.0,54.0,70.0,Right,5
GK,George Gavrilaș,62,32,185,Petrolul 52,Liga 1,15,,,,,,,Right,63
"CM, CDM",Majed Omar Kanabah,62,30,170,Al Shabab,Pro League,63,60.0,47.0,61.0,64.0,54.0,63.0,Right,8
ST,Ashley Kevin Nadesan,62,28,188,Gillingham,League Two,61,82.0,58.0,51.0,61.0,26.0,68.0,Right,9
"LWB, LB",Nathan McGinley,62,26,191,Motherwell,Premiership,51,65.0,33.0,50.0,53.0,60.0,67.0,Left,13
"LWB, LM, CB",Nico Rieble,62,27,184,Wehen Wiesbaden,2. Bundesliga,58,71.0,42.0,54.0,59.0,59.0,70.0,Left,7
"RB, CDM",Tareq Abdullah,62,27,170,Al Tai,Pro League,56,66.0,30.0,53.0,58.0,61.0,62.0,Right,14
"LB, LWB",Bandar Nasser Al Mutairi,62,33,168,Al Khaleej,Pro League,55,78.0,28.0,51.0,58.0,56.0,56.0,Left,7
"RB, RWB",이상기 李相吉,62,27,179,Gwangju,K League 1,60,78.0,57.0,57.0,61.0,52.0,74.0,Right,5
CB,Tom Brewitt,62,26,185,Swindon Town,League Two,47,63.0,36.0,45.0,51.0,59.0,77.0,Right,11
"LW, RW",Abdullah Al Joui,62,28,173,Al Shabab,Pro League,63,75.0,57.0,58.0,64.0,22.0,44.0,Right,12
"LM, LWB, RM",김한길 金汉吉,62,28,177,Gwangju,K League 1,64,78.0,53.0,49.0,63.0,29.0,67.0,Left,13
"ST, CM, LM",Jan-Marc Schneider,62,29,180,VfB Lübeck,3. Liga,68,81.0,62.0,45.0,66.0,24.0,67.0,Right,10
"CM, CDM",문지환 蒙姬焕,62,28,185,Incheon United,K League 1,54,55.0,47.0,55.0,59.0,61.0,75.0,Right,8
ST,Omar Khalid Chaaban Bugiel,62,29,185,AFC Wimbledon,League Two,57,67.0,60.0,50.0,58.0,37.0,85.0,Right,12
"LWB, LB, RB",Juan Guillermo Córdova Torres,62,28,165,Ñublense,Primera Division,58,76.0,39.0,60.0,61.0,55.0,53.0,Right,9
"CB, RB",Josef Welzmüller,62,33,188,Unterhaching,3. Liga,27,56.0,27.0,36.0,43.0,63.0,69.0,Right,7
GK,Ross Laidlaw,62,30,201,Ross County,Premiership,14,,,,,,,Right,62
"LM, LB",Morten Rüdiger,62,28,176,VfB Lübeck,3. Liga,62,73.0,51.0,59.0,61.0,53.0,60.0,Left,10
"CAM, ST",Łukasz Wolsztyński,62,28,183,Stal Mielec,Ekstraklasa,64,62.0,60.0,60.0,64.0,40.0,63.0,Right,6
"RB, LB",Ionuț Andrei Peteleu,62,30,184,Universitatea Cluj,Liga 1,56,74.0,43.0,55.0,59.0,59.0,67.0,Right,11
CB,Lachlan Barr,62,28,189,Adelaide United,A-League,33,59.0,30.0,39.0,40.0,62.0,70.0,Right,12
"ST, LM",Abobaker Eisa,62,27,180,Grimsby Town,League Two,63,91.0,60.0,53.0,64.0,29.0,55.0,Right,6
"LM, ST",Kristoffer Ødemarksbakken,62,27,181,Aalesund,Eliteserien,63,72.0,56.0,56.0,63.0,48.0,59.0,Right,8
ST,Tom Barlow,62,27,188,New York RB,Major League Soccer,51,80.0,59.0,49.0,54.0,35.0,80.0,Right,9
CB,Francisco Oliver,62,28,177,Belgrano,Liga Profesional,40,52.0,35.0,47.0,49.0,64.0,58.0,Right,14
ST,Danny Mullen,62,28,177,Derry City,Premier Division,60,73.0,62.0,48.0,62.0,41.0,70.0,Right,9
"CM, LM",Jorge Daniel González Marquet,62,35,175,Tacuary,Primera División,61,55.0,58.0,61.0,62.0,60.0,54.0,Left,14
"LB, LM",Subhasish Bose,62,27,184,ATK Mohun Bagan,Super League,55,70.0,28.0,45.0,55.0,58.0,78.0,Left,7
ST,Jordan Murray,62,27,184,Chennaiyin,Super League,61,68.0,62.0,46.0,61.0,18.0,68.0,Right,9
"ST, RM, CAM",Kamil Zapolnik,62,30,182,Puszcza Niepołomice,Ekstraklasa,60,67.0,61.0,57.0,62.0,44.0,70.0,Right,13
LB,Kadir Hodžić,62,28,179,Häcken,Allsvenskan,58,64.0,34.0,55.0,60.0,58.0,60.0,Left,8
